6	0.03377173954961967
7	0.04197301864844864
8	0.048985618332259284
9	0.05519097444471731
10	0.06105626852558712
11	0.06579751618604406
12	0.07017987872343424
13	0.07380223735672942
14	0.07689774893143436
15	0.08032996360845567
16	0.08286475318679101
17	0.08512629940036624
18	0.08754001415619209
19	0.08965593050676243
20	0.09114246151512426
21	0.09275594609018242
22	0.09449986019002994
23	0.09613143730382032
24	0.09718288581749869
25	0.09826838734880651
26	0.09940078299403901
27	0.10062905206873679
28	0.10165045120816966
29	0.10234368750779237
30	0.10302792900523747
31	0.10375524753272251
32	0.10452690924110837
33	0.10534446655380618
34	0.10610852584493244
35	0.10659716615250762
36	0.10704548336743276
37	0.10750320093280254
38	0.10797098372039216
39	0.10845237419537328
40	0.1089465705021613
41	0.10945314063532732
42	0.10980344395619288
43	0.11005383357374258
44	0.11031204619329908
45	0.11057847766096694
46	0.11085466353346263
47	0.1111420580092133
48	0.11143937888101592
49	0.11174683921297596
50	0.11206487746987978
