6	0.02751450712455121
7	0.03439942462641504
8	0.03980861951634184
9	0.044730369711817916
10	0.04902441450306268
11	0.05271269161122354
12	0.0558534293308883
13	0.05859347405010378
14	0.06070209128756498
15	0.06306582240653408
16	0.06501528286345623
17	0.06650936426529566
18	0.06811675077642315
19	0.06973239759031553
20	0.07067628139303224
21	0.07170798579722293
22	0.07283307816521445
23	0.07402571384024711
24	0.0747149436590657
25	0.07538875673050599
26	0.07609184704511213
27	0.07683662711715968
28	0.07757503735271304
29	0.07800977254167647
30	0.07840369407159226
31	0.07882713152284322
32	0.07927983387758784
33	0.07976016840454926
34	0.08027026127580673
35	0.08060342880990888
36	0.08084772550162642
37	0.08109933631309099
38	0.08135850375425809
39	0.08162538486105557
40	0.08190112721798029
41	0.08218625633305092
42	0.0824480618764405
43	0.08256712394845253
44	0.08268946664424819
45	0.08281682413253068
46	0.08295214733175736
47	0.08309338674473284
48	0.0832410540116386
49	0.08339468131485682
50	0.08355511049712222
