6	0.03213877744081034
7	0.03872823176748826
8	0.04384707696751448
9	0.048561889199932845
10	0.05186824414940796
11	0.055126370286351034
12	0.05749363491266523
13	0.05971164662990322
14	0.0611150049725037
15	0.06265923205883463
16	0.06435272880964303
17	0.06521109997283185
18	0.06618738674888948
19	0.06728878865608888
20	0.0680476796260406
21	0.06858885149334554
22	0.06920254194391652
23	0.0698929987306882
24	0.07046611663069385
25	0.07077523638840225
26	0.07111056366141136
27	0.07147443031347747
28	0.07186900086113998
29	0.07221085710486115
30	0.07234338444138623
31	0.07249609351277206
32	0.0726701584927584
33	0.07286671130901326
34	0.07308690622733541
35	0.07331963632182856
36	0.0733645270603744
37	0.07341420141109489
38	0.07347273449533198
39	0.07354077656479624
40	0.07361894612384857
41	0.0737078145493064
42	0.07380799320883773
43	0.07385547280865308
44	0.07384057824257102
45	0.07382972161817922
46	0.073823273988096
47	0.07382156992388801
48	0.07382493655330412
49	0.07383368776787763
50	0.07384813186192807
